,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
38571616,14:50.0,12,2013-09-18 14:14:50 UTC,-73.993226,40.762751,-73.96513,40.803342,1
18961261,33:07.0,13,2014-09-20 23:33:07 UTC,-74.002889,40.749479,-73.972152,40.765419,2
32439615,48:45.0,5,2013-07-02 10:48:45 UTC,-73.967882,40.792964,-73.97775,40.787217,1
40677411,47:00.0,4.5,2010-04-25 15:47:00 UTC,-73.945307,40.778468,-73.955575,40.779602,1
17049829,53:00.0,21.5,2014-10-05 15:53:00 UTC,-73.993252,40.749707,-73.98195,40.759885,1
19170089,30:07.0,8.1,2011-03-08 12:30:07 UTC,0,0,0,0,1
38025920,00:01.0,10.5,2013-04-27 17:00:01 UTC,-73.984852,40.758485,-73.998775,40.729797,2
42675242,39:41.0,5,2012-10-23 15:39:41 UTC,-73.981317,40.779194,-73.972079,40.783924,1
10725390,26:56.0,9.5,2015-05-26 06:26:56 UTC,-73.98526001,40.76353836,-73.95492554,40.78626251,1
25894749,06:16.0,27.5,2014-11-09 01:06:16 UTC,-73.996604,40.737559,-73.921958,40.827902,1
30228183,36:00.0,8,2014-04-15 21:36:00 UTC,-73.975887,40.740527,-74.003822,40.741997,6
13811826,25:42.0,16,2013-06-19 08:25:42 UTC,-74.007671,40.732015,-73.974521,40.760558,1
8072243,05:44.0,8.5,2012-11-09 23:05:44 UTC,-74.001728,40.740955,-73.985521,40.763459,1
46897641,47:00.0,49.3,2011-04-27 14:47:00 UTC,-74.005807,40.70461,-73.878785,40.880427,2
50379640,42:31.0,5.5,2014-03-14 17:42:31 UTC,-73.979437,40.744102,-73.976792,40.751807,1
41490270,43:18.0,14,2012-10-27 14:43:18 UTC,-73.958294,40.713479,-73.990435,40.734026,2
14163442,24:46.0,11.3,2010-04-14 18:24:46 UTC,-73.971448,40.754612,-74.003214,40.723938,1
23618066,23:00.0,10,2013-03-28 18:23:00 UTC,-73.953732,40.782155,-73.98241,40.77408,1
29952694,23:06.0,7.7,2009-11-06 22:23:06 UTC,-73.997597,40.724366,-73.98402,40.745129,1
43499948,45:44.0,11.3,2009-08-24 21:45:44 UTC,-73.991855,40.749464,-73.950846,40.772483,1
56847,17:00.0,11.5,2013-03-11 14:17:00 UTC,-73.976562,40.759532,-73.975782,40.744597,3
43171746,48:13.0,20.1,2011-10-07 17:48:13 UTC,-73.972892,40.795579,-73.991318,40.739282,1
19471286,52:41.0,9,2014-04-25 19:52:41 UTC,-73.994198,40.746082,-74.009696,40.720186,1
42995794,59:01.0,4.9,2012-01-21 00:59:01 UTC,-73.959381,40.690973,-73.964175,40.680376,1
29472259,58:32.0,7.3,2009-10-12 11:58:32 UTC,-73.993172,40.747283,-74.008343,40.721684,1
4168794,20:45.0,20.5,2015-02-18 21:20:45 UTC,-73.97195435,40.75388718,-73.99253082,40.69837952,1
17927163,36:20.0,6,2015-04-09 19:36:20 UTC,-73.99916077,40.72011185,-73.98834229,40.71635818,1
19380116,39:53.0,7.3,2012-08-29 12:39:53 UTC,-73.993914,40.746183,-73.991602,40.731867,1
5388998,58:00.0,4,2012-11-11 12:58:00 UTC,-73.974283,40.788002,-73.973497,40.792777,1
47586671,06:54.0,37.33,2013-03-21 13:06:54 UTC,-73.97201,40.76043,-73.885625,40.773238,1
39907344,17:00.0,13.3,2011-07-02 17:17:00 UTC,-74.007755,40.714905,-73.988752,40.748533,1
12946450,22:48.0,16.5,2009-06-09 20:22:48 UTC,-73.948092,40.77862,-73.996888,40.725277,1
1952780,41:20.0,11.5,2013-04-06 11:41:20 UTC,-74.001065,40.757244,-73.989533,40.757176,1
47066646,09:25.0,20,2015-02-20 16:09:25 UTC,-74.01037598,40.72354889,-74.01032257,40.7235527,1
17463003,55:21.0,34.5,2013-03-07 05:55:21 UTC,-73.790125,40.647137,-73.942275,40.702227,2
54853822,45:18.0,7,2015-01-01 14:45:18 UTC,-73.95750427,40.77432251,-73.97823334,40.77335358,4
48047552,35:00.0,4.5,2009-07-30 19:35:00 UTC,-73.985462,40.745048,-73.980135,40.743263,2
30464618,57:00.0,27.7,2012-03-02 20:57:00 UTC,-73.98391,40.743453,-73.909222,40.87421,2
52617266,02:00.0,4.5,2012-12-26 16:02:00 UTC,-73.987883,40.724075,-73.993458,40.72178,1
55315705,55:00.0,3.3,2011-03-21 09:55:00 UTC,-73.982252,40.771275,-73.981825,40.766282,1
39127945,53:00.0,15.7,2009-11-07 17:53:00 UTC,-73.949183,40.785132,-73.989468,40.752748,1
8979269,00:41.0,5.7,2009-06-17 22:00:41 UTC,-73.992205,40.749193,-73.978061,40.751924,1
44894204,13:00.0,10.5,2012-10-19 17:13:00 UTC,-73.974238,40.750912,-73.9621,40.767752,5
4862478,14:34.0,7.7,2011-12-15 23:14:34 UTC,-74.0019,40.7377,-74.0051,40.7515,1
26583048,03:27.0,7.5,2013-03-18 01:03:27 UTC,-73.987534,40.71989,-73.9754,40.741533,2
41212152,52:15.0,22.5,2012-05-06 21:52:15 UTC,-73.993553,40.718689,-73.956954,40.802364,1
44376585,24:33.0,10.5,2015-06-24 14:24:33 UTC,-73.97483826,40.79079437,-73.99259949,40.76675034,2
27480632,57:36.0,11.5,2013-08-06 23:57:36 UTC,-73.995197,40.754603,-73.995992,40.722688,1
53971836,45:00.0,12.5,2014-08-12 15:45:00 UTC,-73.990137,40.73777,-73.97537,40.756053,1
40484631,05:47.0,17.5,2013-05-30 21:05:47 UTC,-73.96069,40.769553,-73.955068,40.718902,1
2246731,52:14.0,7.3,2010-12-16 12:52:14 UTC,-73.97273,40.762181,-73.962152,40.776552,1
34192676,39:03.0,37.8,2012-12-01 06:39:03 UTC,-73.981812,40.755851,-73.861621,40.76809,1
39350976,45:00.0,12.5,2013-10-08 20:45:00 UTC,-74.00476,40.723797,-73.977245,40.763862,3
30627262,31:27.0,16.5,2012-10-24 02:31:27 UTC,-73.981757,40.759139,-73.914185,40.759323,2
38107879,58:30.0,10.5,2012-11-21 07:58:30 UTC,-73.961684,40.76327,-73.957023,40.783265,1
39620145,07:20.0,6.9,2011-12-06 18:07:20 UTC,-73.968271,40.764926,-73.954359,40.770906,1
20124952,39:16.0,10,2013-11-16 12:39:16 UTC,-73.9767,40.765762,-73.990998,40.755418,3
37137882,29:00.0,49.8,2011-12-14 17:29:00 UTC,-73.98997,40.746957,-73.778787,40.645027,2
12372283,38:00.0,8.5,2009-09-29 21:38:00 UTC,-73.978917,40.75883,-73.953925,40.779197,2
37779719,59:47.0,3.5,2013-08-12 21:59:47 UTC,-73.986508,40.766828,-73.986325,40.762638,2
31779818,22:00.0,5.3,2012-07-09 12:22:00 UTC,-73.98034,40.753895,-73.988183,40.74362,1
1208366,34:00.0,22.5,2013-08-23 18:34:00 UTC,-73.937445,40.797537,-74.001242,40.736507,6
37319123,42:48.0,10.9,2010-12-11 16:42:48 UTC,-73.99561,40.73309,-73.970706,40.761745,1
54023971,28:00.0,6.5,2014-04-17 09:28:00 UTC,-74.007817,40.740427,-74.005182,40.727187,1
31831809,14:16.0,13.3,2009-03-31 10:14:16 UTC,-73.993958,40.726757,-73.971804,40.764274,1
28627659,06:00.0,12.5,2014-02-15 10:06:00 UTC,-73.974902,40.753192,-74.002282,40.755492,1
49034528,34:00.0,8.9,2011-04-20 00:34:00 UTC,-74.010802,40.676508,-74.01573,40.680342,2
54043973,52:00.0,17,2014-06-27 09:52:00 UTC,-73.999783,40.738162,-73.985228,40.763218,1
20139557,28:00.0,9.3,2011-11-19 00:28:00 UTC,-73.992172,40.759067,-74.00645,40.732407,1
1155117,41:22.0,12.9,2009-12-14 20:41:22 UTC,-73.97533,40.762795,-74.009211,40.716719,2
40482580,38:00.0,8.5,2014-05-16 11:38:00 UTC,-73.953697,40.777832,-73.973035,40.78694,2
15642739,44:00.0,12.9,2011-09-21 22:44:00 UTC,-73.991467,40.727137,-73.982002,40.769175,6
4398773,52:13.0,30.5,2015-06-20 22:52:13 UTC,-73.95426941,40.74212646,-73.81277466,40.75914764,1
1898090,04:19.0,10.1,2011-09-23 23:04:19 UTC,-74.000396,40.726334,-73.988669,40.743354,2
45250400,38:35.0,7,2013-04-10 12:38:35 UTC,-73.967043,40.77234,-73.952511,40.768891,1
30415502,49:36.0,20.5,2011-03-16 08:49:36 UTC,-74.014754,40.704789,-73.987855,40.769993,1
52980447,24:45.0,10,2013-03-01 09:24:45 UTC,-73.991389,40.743088,-73.980519,40.727087,1
33208091,31:04.0,3.7,2010-12-01 08:31:04 UTC,-74.012307,40.701377,-74.006423,40.704251,2
30407545,36:48.0,5.5,2009-02-03 17:36:48 UTC,-73.995781,40.733336,-74.00673,40.733047,1
38727387,20:46.0,5.3,2009-12-31 20:20:46 UTC,-73.972627,40.753186,-73.968948,40.764287,1
17558308,44:00.0,6.5,2014-10-11 13:44:00 UTC,-73.97241,40.75617,-73.98487,40.76252,4
35392995,12:00.0,12,2014-01-10 11:12:00 UTC,-73.949135,40.781302,-73.966592,40.757422,1
45523594,59:46.0,7.5,2013-07-04 22:59:46 UTC,-73.973497,40.795226,-73.972252,40.782335,1
26945221,01:00.0,10.5,2013-01-06 14:01:00 UTC,-73.964705,40.755755,-73.973062,40.748417,3
53985224,24:46.0,7.7,2010-04-03 09:24:46 UTC,-73.977117,40.774303,-73.954347,40.783818,1
28386159,16:09.0,6.5,2010-01-13 00:16:09 UTC,-73.959691,40.711279,-73.988254,40.721055,1
52436348,37:30.0,10.5,2015-04-01 18:37:30 UTC,-74.00444031,40.72555542,-73.98430634,40.73781967,1
49995737,59:00.0,52,2014-09-28 18:59:00 UTC,-73.782227,40.644645,-73.98058,40.721537,1
26250544,07:37.0,13.3,2009-02-03 13:07:37 UTC,-73.990778,40.745733,-73.952449,40.784497,1
36486853,46:10.0,7.3,2010-11-21 16:46:10 UTC,0,0,0,0,4
52560383,47:47.0,12.5,2012-03-26 21:47:47 UTC,-73.980393,40.765453,-73.942856,40.811711,1
3223456,10:55.0,10.1,2012-01-31 17:10:55 UTC,-73.982363,40.764088,-73.98135,40.741147,1
18244272,07:00.0,14.5,2014-08-04 00:07:00 UTC,-74.00393,40.72698,-73.96018,40.68888,1
50507061,52:00.0,10.5,2009-01-30 21:52:00 UTC,-73.974228,40.750707,-74.006602,40.730268,5
18255077,32:48.0,16,2014-06-27 19:32:48 UTC,-73.974101,40.791565,-74.007162,40.741355,1
38062365,21:00.0,5,2013-10-24 14:21:00 UTC,-73.972112,40.799547,-73.966862,40.807527,3
4027365,30:30.0,34.33,2014-06-25 16:30:30 UTC,-73.8662,40.770834,-73.980456,40.733701,1
39797403,15:00.0,10.5,2009-04-22 21:15:00 UTC,-73.978605,40.753357,-73.991595,40.750018,1
26568667,51:32.0,7.3,2010-02-05 12:51:32 UTC,-73.99141,40.750112,-73.982979,40.762332,3
40558887,38:00.0,8.1,2009-05-28 19:38:00 UTC,-73.982268,40.767803,-73.990747,40.765048,1
31237232,58:43.0,52,2012-10-02 14:58:43 UTC,-73.788634,40.647559,-74.006377,40.73945,1
16809515,34:00.0,6,2013-12-28 14:34:00 UTC,-73.985737,40.731272,-73.973487,40.74364,1
25896476,06:47.0,6.1,2010-02-27 20:06:47 UTC,-73.980984,40.744582,-73.987058,40.729454,1
35361020,37:00.0,8.5,2011-09-06 21:37:00 UTC,-74.006427,40.739537,-73.974313,40.747362,1
17094771,45:16.0,4.9,2011-03-13 19:45:16 UTC,-73.99361,40.756905,-74.00502,40.741275,2
25481012,43:42.0,6,2013-03-04 07:43:42 UTC,-73.980405,40.735201,-73.990251,40.740244,1
52466727,19:00.0,17.3,2011-12-02 04:19:00 UTC,-73.98122,40.729235,-73.907185,40.690153,1
13794608,13:23.0,4.1,2009-11-17 21:13:23 UTC,-74.005237,40.727851,-73.999009,40.734245,1
16019237,52:00.0,10.5,2009-07-06 19:52:00 UTC,-73.993362,40.752372,-73.979575,40.731997,1
54466928,40:47.0,10.5,2010-05-24 21:40:47 UTC,-73.986301,40.726336,-73.950807,40.77222,1
33127709,04:00.0,11.7,2011-11-17 04:04:00 UTC,-73.982308,40.77193,-73.951052,40.825027,1
11700189,50:26.0,11.5,2015-02-02 12:50:26 UTC,-73.98797607,40.7697525,-73.96931458,40.75371552,1
33929598,08:08.0,11.3,2010-09-09 10:08:08 UTC,-73.952433,40.772915,-73.873158,40.774457,1
1074433,07:00.0,8.5,2011-05-03 09:07:00 UTC,-73.960853,40.775138,-73.972953,40.75854,1
25677514,38:03.0,7,2014-08-22 02:38:03 UTC,-73.99294,40.736763,-73.992109,40.721741,1
45737554,04:30.0,10,2014-06-15 02:04:30 UTC,0,0,0,0,3
51605056,19:55.0,4.5,2014-11-26 08:19:55 UTC,-73.98988,40.756833,-73.983966,40.762128,1
39608957,06:58.0,12,2013-10-03 00:06:58 UTC,-73.991916,40.769614,-73.959422,40.776949,1
39130662,29:16.0,5.7,2011-02-22 05:29:16 UTC,-74.003309,40.731824,-74.006035,40.743719,1
11992228,58:00.0,9.3,2011-07-28 19:58:00 UTC,-74.002283,40.706827,-74.003685,40.735647,4
3618227,37:00.0,13,2013-02-26 15:37:00 UTC,-73.961967,40.810462,-73.96156,40.780357,3
52478376,49:00.0,27.5,2014-09-04 20:49:00 UTC,-73.973542,40.752932,-73.979273,40.678357,1
28442503,17:02.0,8.9,2009-04-22 23:17:02 UTC,-73.953424,40.785636,-73.985598,40.768204,1
20123339,23:43.0,12.5,2012-08-11 00:23:43 UTC,-74.000012,40.717829,-73.972459,40.745864,1
29370545,14:44.0,10.5,2012-09-10 17:14:44 UTC,-73.982082,40.749141,-73.969271,40.760301,1
1478174,36:10.0,4.1,2010-09-07 20:36:10 UTC,-73.974807,40.756257,-73.9907,40.749818,1
47998919,17:00.0,11.7,2011-12-18 14:17:00 UTC,-73.945552,40.803648,-73.973203,40.764208,1
6793533,46:00.0,25.5,2014-04-21 00:46:00 UTC,-73.987443,40.770107,-73.888045,40.716047,2
46893569,32:00.0,13.7,2011-04-30 23:32:00 UTC,-73.99711,40.722183,-73.958837,40.77431,4
25283264,24:41.0,16.5,2011-05-01 00:24:41 UTC,-73.969257,40.795812,-73.989385,40.736133,1
53950382,38:38.0,6.5,2011-12-04 00:38:38 UTC,-74.007837,40.715015,-73.991818,40.723893,1
26139047,55:29.0,29.3,2012-03-26 14:55:29 UTC,-73.789572,40.646957,-73.686853,40.694297,3
4217781,43:30.0,5,2015-01-08 20:43:30 UTC,-73.98558044,40.75804901,-73.99272919,40.76325989,1
21602038,27:14.0,12,2013-05-17 17:27:14 UTC,-73.995264,40.728026,-74.0063,40.744638,3
35171735,14:00.0,13,2014-05-03 21:14:00 UTC,-73.981058,40.746857,-74.01024,40.719325,2
41809660,40:00.0,15,2013-09-28 07:40:00 UTC,-74.003927,40.747657,-73.97615,40.79789,5
49895181,38:58.0,9.3,2012-07-20 13:38:58 UTC,-74.010194,40.720534,-73.990231,40.728975,1
7196085,52:00.0,7.5,2014-06-23 16:52:00 UTC,-73.982427,40.768192,-73.971235,40.785202,1
9339769,39:30.0,15.5,2013-09-20 15:39:30 UTC,-73.961575,40.779987,-73.990691,40.750663,1
34629489,27:00.0,4.9,2012-06-20 13:27:00 UTC,-73.981567,40.781052,-73.988613,40.774153,5
579173,42:00.0,10.1,2009-08-03 13:42:00 UTC,-74.006135,40.744975,-73.988735,40.756095,1
49731297,02:00.0,2.5,2010-05-09 07:02:00 UTC,-74.000775,40.762315,-74.000843,40.762273,1
15463169,49:00.0,13.3,2012-05-29 21:49:00 UTC,0,0,0,0,1
42159055,32:48.0,6.5,2011-10-08 18:32:48 UTC,-73.9899,40.7197,-73.9747,40.742,0
7527979,16:00.0,25.5,2014-12-23 18:16:00 UTC,-74.017838,40.70626,-73.951642,40.769105,1
19151335,06:07.0,5.5,2012-10-25 06:06:07 UTC,-73.994181,40.751146,-73.982618,40.76251,1
22536522,04:32.0,11,2014-10-02 09:04:32 UTC,-73.939213,40.805037,-73.958842,40.810016,1
26282653,31:43.0,10.5,2014-12-30 18:31:43 UTC,-73.973152,40.753341,-73.985925,40.748842,1
19069566,40:00.0,4.1,2009-09-12 14:40:00 UTC,-73.95903,40.78072,-73.951613,40.786093,1
38177777,45:48.0,6.1,2009-07-01 17:45:48 UTC,-73.988151,40.731829,-73.986145,40.718749,1
30375998,56:09.0,5.5,2015-05-27 08:56:09 UTC,-73.98758698,40.76064682,-73.98882294,40.76924515,1
24530204,04:00.0,8.5,2011-12-15 21:04:00 UTC,-73.963202,40.761712,-73.921912,40.743327,5
9765622,21:00.0,12.5,2013-04-23 12:21:00 UTC,-74.000832,40.716883,-73.995895,40.749022,1
2736469,26:00.0,5.3,2011-10-21 08:26:00 UTC,-73.978835,40.753397,-73.97192,40.761817,1
20514407,40:08.0,9.7,2011-10-23 01:40:08 UTC,-73.985354,40.773695,-73.947113,40.779998,2
20338326,53:00.0,7.7,2010-11-01 21:53:00 UTC,-73.967632,40.789613,-73.960102,40.769467,2
7787018,47:00.0,6.1,2010-12-30 10:47:00 UTC,-73.953818,40.775117,-73.96177,40.76407,1
15754716,29:03.0,43.33,2013-08-21 04:29:03 UTC,-74.008253,40.705493,-73.87017,40.773148,1
38833420,41:49.0,37.5,2015-04-15 09:41:49 UTC,-73.99321747,40.73653412,-73.97180939,40.62963104,1
30355229,54:38.0,6.5,2013-07-13 05:54:38 UTC,-73.990948,40.760888,-73.988763,40.7484,1
27075101,50:00.0,6.5,2010-07-16 19:50:00 UTC,-73.98518,40.732412,-73.971858,40.752482,2
2908664,44:24.0,8.1,2009-02-25 09:44:24 UTC,-73.978452,40.788497,-73.952413,40.789742,1
46669078,14:14.0,8,2013-08-10 00:14:14 UTC,-73.98574,40.742254,-74.005417,40.739943,3
46357290,19:00.0,11,2014-03-23 00:19:00 UTC,-73.973605,40.747682,-73.985315,40.723812,2
29302380,10:00.0,7.7,2011-09-03 20:10:00 UTC,-73.990897,40.730073,-74.00813,40.708737,2
14488478,26:20.0,8.1,2012-01-06 14:26:20 UTC,-74.006746,40.74875,-73.983715,40.750169,1
20771223,52:31.0,15.5,2015-03-07 14:52:31 UTC,-73.97496033,40.76229095,-73.99250793,40.73231125,1
5239793,33:15.0,5,2012-11-15 17:33:15 UTC,-73.969313,40.76641,-73.960773,40.778041,2
35826124,09:03.0,6.5,2014-09-25 07:09:03 UTC,-73.996928,40.742194,-73.983486,40.754656,1
45374865,43:00.0,9.7,2009-11-13 03:43:00 UTC,-74.006747,40.744138,-73.973023,40.79027,2
35425415,28:45.0,4,2015-05-24 07:28:45 UTC,-73.9765625,40.74775314,-73.97161102,40.757061,1
34896022,43:00.0,17,2012-11-29 09:43:00 UTC,-73.952603,40.77248,-73.942287,40.751142,1
32247978,06:00.0,7.5,2013-07-03 15:06:00 UTC,-73.997455,40.736612,-73.989562,40.747382,1
14976019,07:40.0,7.3,2011-04-12 17:07:40 UTC,-73.993728,40.74651,-73.978037,40.751834,1
3917413,30:00.0,24.5,2012-03-22 21:30:00 UTC,-73.870835,40.773737,-73.979552,40.746352,1
41129429,09:29.0,3.7,2009-06-10 10:09:29 UTC,-73.974155,40.778689,-73.969091,40.785518,1
4740568,47:55.0,9,2015-02-18 20:47:55 UTC,-73.96622467,40.7623024,-73.95397186,40.78475189,2
35115445,10:00.0,11.3,2011-01-25 21:10:00 UTC,-74.006308,40.733185,-73.96554,40.759572,2
24849934,39:00.0,8,2013-05-10 20:39:00 UTC,-73.97555,40.755157,-73.962803,40.774937,5
52366494,42:13.0,4.9,2010-08-14 10:42:13 UTC,-74.010849,40.711276,-74.016096,40.711098,1
839384,45:00.0,22,2014-11-26 14:45:00 UTC,-73.972722,40.795727,-73.95847,40.762162,1
36999679,31:00.0,4.5,2010-08-01 23:31:00 UTC,-73.989897,40.739098,-73.996933,40.73747,1
32474139,03:08.0,5,2012-12-06 21:03:08 UTC,-73.956696,40.718759,-73.957478,40.711694,1
43822858,45:00.0,13.7,2009-02-08 10:45:00 UTC,-73.970813,40.795715,-73.96692,40.75489,6
37861596,51:00.0,30,2013-06-27 00:51:00 UTC,-74.000895,40.718745,-73.944157,40.834857,2
6631833,50:28.0,49.8,2011-11-05 07:50:28 UTC,-73.99602,40.744324,-73.779001,40.645088,1
3354607,56:54.0,6,2014-03-02 00:56:54 UTC,-73.955215,40.785832,-73.971745,40.7822,1
21525015,38:00.0,5.7,2009-10-14 09:38:00 UTC,-73.983328,40.755882,-73.984668,40.747017,2
10982520,16:43.0,5.7,2012-04-24 10:16:43 UTC,-73.991827,40.744454,-73.977714,40.739048,1
38774211,50:00.0,13.7,2010-07-11 18:50:00 UTC,-73.987705,40.75962,-73.983352,40.723677,1
21887237,47:00.0,4.9,2012-02-10 22:47:00 UTC,-73.976403,40.75518,-73.976403,40.75518,1
22805186,04:40.0,5.7,2010-09-14 14:04:40 UTC,-74.009342,40.717752,-74.005302,40.725743,1
10783344,31:24.0,21.7,2012-03-29 20:31:24 UTC,-74.004318,40.747853,-73.926392,40.694042,2
60982,07:40.0,7.7,2012-01-26 00:07:40 UTC,-73.992333,40.730613,-73.990807,40.750226,1
43176214,55:52.0,15,2012-11-04 05:55:52 UTC,-73.987493,40.733133,-73.951647,40.72348,1
26183114,36:00.0,10.5,2009-03-16 19:36:00 UTC,-73.968118,40.801458,-73.941827,40.851593,1
50373435,06:16.0,12.5,2010-08-11 18:06:16 UTC,0,0,0,0,2
10870187,43:31.0,2.5,2009-04-28 09:43:31 UTC,-73.973106,40.790165,-73.971922,40.792156,1
33873981,29:44.0,9.1,2009-04-10 17:29:44 UTC,-73.961761,40.713816,-73.990896,40.718474,1
24174452,13:05.0,16.5,2015-05-03 12:13:05 UTC,-74.00790405,40.73944092,-73.977211,40.78977203,2
45151719,11:00.0,22,2013-07-18 09:11:00 UTC,-73.950168,40.771727,-74.006848,40.728537,2
38054940,15:00.0,5.3,2011-06-23 18:15:00 UTC,-73.980775,40.73396,-73.990162,40.737948,2
48588498,36:34.0,8.9,2011-03-22 04:36:34 UTC,-73.967884,40.760942,-73.977751,40.783863,1
53779804,51:35.0,4.5,2015-03-23 07:51:35 UTC,-73.99115753,40.75022888,-73.99801636,40.74058533,1
49292715,33:00.0,5.7,2011-05-04 13:33:00 UTC,-73.964808,40.767307,-73.977988,40.773418,5
34916242,11:00.0,4.9,2012-01-23 11:11:00 UTC,-73.964142,40.768288,-73.958033,40.76533,2
27253858,03:22.0,10.9,2009-08-05 00:03:22 UTC,-73.961955,40.763899,-73.999198,40.733372,1
51419543,58:56.0,14.1,2011-11-12 14:58:56 UTC,-73.978471,40.734398,-73.949785,40.772048,1
25060506,52:00.0,4.5,2013-11-11 18:52:00 UTC,-73.995215,40.764947,-73.989092,40.77175,1
35105788,04:00.0,10.5,2009-07-31 20:04:00 UTC,-74.01264,40.704483,-74.001293,40.731945,3
33514387,58:00.0,11.7,2010-11-07 19:58:00 UTC,-73.988722,40.722572,-73.982445,40.755035,1
32447804,24:52.0,6,2012-10-23 23:24:52 UTC,-73.992725,40.753533,-73.997844,40.761306,1
18399763,28:55.0,7.5,2014-04-02 18:28:55 UTC,-74.003715,40.738567,-73.986415,40.730428,1
18936382,21:00.0,5.3,2012-05-03 13:21:00 UTC,-73.991235,40.732215,-73.984182,40.743432,1
23908515,57:09.0,4.9,2011-06-25 15:57:09 UTC,-73.979261,40.759551,-73.988993,40.758057,2
44683886,30:59.0,9.7,2010-06-04 04:30:59 UTC,-73.967638,40.753389,-73.941467,40.761676,1
39311060,48:40.0,12.1,2011-07-23 15:48:40 UTC,-73.95141,40.77852,-73.984414,40.733145,2
51045768,54:58.0,10.3,2009-02-23 16:54:58 UTC,-73.986696,40.761747,-73.951828,40.782015,1
51702064,48:46.0,4.9,2009-03-12 06:48:46 UTC,-73.992641,40.768342,-73.981478,40.762125,1
35638949,49:59.0,7.7,2010-03-21 21:49:59 UTC,-73.953788,40.771198,-73.976303,40.758948,3
3820169,23:12.0,7,2012-09-28 20:23:12 UTC,-73.999303,40.718775,-74.008325,40.707875,2
32680157,53:08.0,7,2013-10-26 06:53:08 UTC,-73.990705,40.756172,-73.980039,40.749904,1
52902954,38:41.0,8.9,2012-07-16 23:38:41 UTC,-73.957983,40.761073,-73.969393,40.785675,1
17146699,04:39.0,43.83,2014-09-11 17:04:39 UTC,-73.975825,40.755948,-73.864964,40.770497,2
22383073,12:00.0,13.3,2012-08-02 09:12:00 UTC,-73.963428,40.757795,-73.990047,40.756348,4
38624238,03:38.0,6.5,2012-06-21 08:03:38 UTC,-73.981484,40.737329,-74.003306,40.73823,1
29551051,09:00.0,16.5,2010-05-17 00:09:00 UTC,-73.966523,40.79415,-74.008383,40.718073,2
5309594,04:40.0,3,2012-10-10 05:04:40 UTC,-73.985063,40.744876,-73.983723,40.744203,1
35004652,40:02.0,4.9,2012-07-05 17:40:02 UTC,-73.96403,40.792492,-73.954773,40.806817,1
52738705,14:00.0,7.3,2010-05-10 20:14:00 UTC,-73.985788,40.739982,-73.998043,40.716918,1
39948328,08:58.0,4.5,2011-05-27 19:08:58 UTC,-73.98041,40.753887,-73.984452,40.749169,4
25969180,08:59.0,3,2013-10-30 12:08:59 UTC,-73.963423,40.80806,-73.960533,40.809397,1
11291210,42:19.0,8.5,2014-05-31 17:42:19 UTC,-73.968909,40.761201,-73.983182,40.764595,1
23105970,39:00.0,10.9,2010-07-15 01:39:00 UTC,-74.002532,40.733708,-74.130243,40.75737,1
12274260,22:00.0,8.9,2009-03-08 17:22:00 UTC,-73.975105,40.73419,-73.997592,40.736855,5
23688808,50:18.0,6.1,2011-12-13 08:50:18 UTC,-73.970404,40.759156,-73.978544,40.759352,1
41533698,38:00.0,9,2014-10-01 15:38:00 UTC,-73.98109,40.759482,-73.972452,40.759932,1
20123616,16:00.0,22,2013-10-06 07:16:00 UTC,-73.966312,40.804967,-73.990275,40.734552,2
15338879,35:00.0,8.5,2014-04-26 01:35:00 UTC,-73.993512,40.72428,-73.983217,40.74477,1
13311840,00:00.0,8.9,2011-03-31 17:00:00 UTC,-73.96167,40.779878,-73.981915,40.756145,2
38610151,37:00.0,6.1,2012-02-06 08:37:00 UTC,-73.950885,40.786012,-73.97014,40.79406,1
21559834,14:00.0,15,2014-07-01 08:14:00 UTC,-74.016395,40.70657,-74.001073,40.761875,1
5924303,57:00.0,9.5,2013-06-27 09:57:00 UTC,-73.94902,40.770147,-73.971043,40.755027,2
41921048,18:00.0,5.7,2011-10-03 19:18:00 UTC,-74.009112,40.729457,-73.99936,40.72351,1
28323737,04:57.0,5,2015-02-05 15:04:57 UTC,-73.95064545,40.77735519,-73.95883179,40.78011322,3
45868272,02:38.0,6.5,2013-01-13 12:02:38 UTC,-73.970454,40.767286,-73.957268,40.770165,1
37337096,50:00.0,7.3,2010-02-12 13:50:00 UTC,-73.994528,40.750487,-73.986285,40.756523,1
24637202,04:00.0,28,2014-11-19 09:04:00 UTC,-73.96194,40.763692,-74.013222,40.713487,1
14235303,51:00.0,8,2013-06-03 07:51:00 UTC,-73.994075,40.751212,-73.974037,40.74725,2
22856776,05:19.0,4.9,2009-05-08 10:05:19 UTC,-73.98037,40.742898,-73.975751,40.753909,1
3296298,37:23.0,7.7,2009-10-06 19:37:23 UTC,-73.969544,40.800536,-73.987055,40.776705,1
19494060,59:00.0,79.55,2013-10-12 10:59:00 UTC,0,0,0,0,1
40428661,20:04.0,21.5,2012-09-06 14:20:04 UTC,-73.977251,40.776053,-73.995409,40.733315,1
30559930,25:00.0,9.5,2012-10-23 08:25:00 UTC,-73.958062,40.78477,-73.966377,40.767675,1
25226975,36:00.0,10.9,2009-04-06 08:36:00 UTC,-74.010428,40.711473,-73.992338,40.749217,2
